id,lat,lng,barangay,address,alarm_level,reported_at,resolved_at,duration_minutes,casualties,injuries,estimated_damage,cause,actions_taken,reported_by,verified_by,attachments,type_of_occupancy
"7e6ade5c-1f3c-4182-9068-c635dc41089b",14.5794,121.0359,"Wack-wack Greenhills","Basement 4, BSA Twin Tower Condominium, Ortigas Ave., Brgy. Wack-Wack, Mandaluyong City",,"""2024-07-10T00:00:00.000Z""","""2024-07-10T00:00:00.000Z""",,0,0,"0",,,,,,
"2fe0c7f3-fe99-4c91-92a2-7c6ddfc8adea",14.5794,121.0359,"Barangka Ibaba","#100, Kayumanggi St., Brgy. Barangka Ibaba, Mandaluyong City",,"""2024-07-23T00:00:00.000Z""","""2024-07-23T00:00:00.000Z""",,0,0,"0",,,,,,
"0fec9c83-3388-408c-9cf4-6944dd96dd79",14.5794,121.0359,"Daang Bakal","#1-A, Sen. Neptali Gonzales St., Brgy. Daang Bakal, Mandaluyong City",,"""2024-07-25T00:00:00.000Z""","""2024-07-25T00:00:00.000Z""",,0,0,"0",,,,,,
"a9935e58-d8a3-4779-beee-2c994dbbaea6",14.5794,121.0359,"Plainview","Unit 4H, Mahogany Mansions, San Rafael St., Brgy. Plainview, Mandaluyong City",,"""2024-08-07T00:00:00.000Z""","""2024-08-07T00:00:00.000Z""",,0,0,"0",,,,,,
"a45478da-20fc-469b-9924-8f3d685f5644",14.5794,121.0359,"Wack-wack Greenhills","Fly-over Ortigas Ave., Brgy. Wack-Wack, Mandaluyong City",,"""2024-08-08T00:00:00.000Z""","""2024-08-08T00:00:00.000Z""",,0,0,"0",,,,,,
"aa273eea-f84c-4d75-b71f-bf58d4aeed1a",14.5794,121.0359,"Pag-asa","No. 20 Interior, Pag-asa St., Brgy. Pag-asa, Mandaluyong City",,"""2024-08-16T00:00:00.000Z""","""2024-08-16T00:00:00.000Z""",,0,0,"0",,,,,,
"7358c1f7-7f88-4354-8523-a75b0b80062d",14.5794,121.0359,"Wack-wack Greenhills","8th Flr., BSA Twin Towers Condominium, Ortigas Ave., Brgy. Wack-Wack, Mandaluyong City",,"""2024-08-19T00:00:00.000Z""","""2024-08-19T00:00:00.000Z""",,0,0,"0",,,,,,
"f11d89a1-17cf-4c34-b8c5-bfa5825faa8f",14.5794,121.0359,"Mauway","#334, Fernandez St., Brgy. Mauway, Mandaluyong City",,"""2024-08-20T00:00:00.000Z""","""2024-08-20T00:00:00.000Z""",,0,0,"0",,,,,,
"16c16bb5-335c-4d54-8e45-8a59c65de91f",14.5794,121.0359,"Wack-wack Greenhills","Ortigas Ave., East Bound, Brgy. Wack-Wack, Mandaluyong City",,"""2024-08-23T00:00:00.000Z""","""2024-08-23T00:00:00.000Z""",,0,0,"0",,,,,,
"cd3c792c-d6da-447c-9eaf-19896742ca25",14.5794,121.0359,"Buayang Bato","Belman Laboratories, Sheridan St., corner Reliance St., Brgy. Buayang Bato, Mandaluyong City",,"""2024-08-25T00:00:00.000Z""","""2024-08-25T00:00:00.000Z""",,0,0,"0",,,,,,
"88be77aa-8e5c-47d1-bdc5-d49fe3c45b02",14.5794,121.0359,"Mabini J. Rizal","#464, Mendoza St., Brgy. Mabini J Rizal, Mandaluyong City",,"""2024-08-25T00:00:00.000Z""","""2024-08-25T00:00:00.000Z""",,0,0,"0",,,,,,
"8026d9ca-b3b8-4d3b-8bc5-c8bf34e4bd14",14.5794,121.0359,"Addition Hills","#546, Martinez St., Nueve de Pebrero, Brgy. Addition Hills, Mandaluyong City",,"""2024-08-28T00:00:00.000Z""","""2024-08-28T00:00:00.000Z""",,0,0,"0",,,,,,
"164b9a28-ad0a-456c-8915-fcd2b2d33cae",14.5794,121.0359,"Addition Hills","Mandaluyong City Medical Center, F. Martinez St., Brgy. Addition Hills, Mandaluyong CIty",,"""2024-09-19T00:00:00.000Z""","""2024-09-19T00:00:00.000Z""",,0,0,"0",,,,,,
"7938ea72-2388-4adf-a269-dc22c9ebb02f",14.5794,121.0359,"Plainview","#248, Sto. Rosario, Brgy. Plainview, Mandaluyong CIty",,"""2024-09-24T00:00:00.000Z""","""2024-09-24T00:00:00.000Z""",,0,0,"0",,,,,,
"31e760a6-359b-4f56-ae85-6a086f247627",14.5794,121.0359,"Plainview","#276, Sto. Rosario St., Brgy. Plainview, Mandaluyong City",,"""2024-10-03T00:00:00.000Z""","""2024-10-03T00:00:00.000Z""",,0,0,"0",,,,,,
"364bfe28-3f90-4d35-8309-54f46459b821",14.5794,121.0359,"Plainview","#374, San RAfael St., Brgy. Plainview, Mandaluyong City",,"""2024-10-05T00:00:00.000Z""","""2024-10-05T00:00:00.000Z""",,0,0,"0",,,,,,
"64a91474-d893-4ccc-8201-1eb2b4da9f39",14.5794,121.0359,"Malamig","U802, 588 Residences Condominium, Cordillera St., Cor. Arayat St., Brgy. Malamig, Mandaluyong City",,"""2024-10-12T00:00:00.000Z""","""2024-10-12T00:00:00.000Z""",,0,0,"0",,,,,,
"1514522e-e9f1-4d19-a668-bd261ba3a13a",14.5794,121.0359,"Addition Hills","#58, Correctional Road, Phase 5, Blk. E, Lot 14, Brgy. Addition Hills, Mandaluyong City",,"""2024-10-12T00:00:00.000Z""","""2024-10-12T00:00:00.000Z""",,0,0,"0",,,,,,
"7dd79ae4-cfa4-4226-b108-323aa0465ccb",14.5794,121.0359,"New Zaniga","#519, Canteras St., Brgy. New Zaniga, Mandaluyong City",,"""2024-10-27T00:00:00.000Z""","""2024-10-27T00:00:00.000Z""",,0,0,"0",,,,,,
"1ebc5f24-1e37-4c98-8967-44b1db143d03",14.5794,121.0359,"Barangka Ilaya","EDSA Southbound, Guadalupe Bridge, Brgy. Barangka Ilaya, Mandaluyong City",,"""2024-11-29T00:00:00.000Z""","""2024-11-29T00:00:00.000Z""",,0,0,"0",,,,,,
"b7d8fb7a-a557-43da-b7ac-f90cfe7b87fe",14.5794,121.0359,"Barangka Ilaya","17-G Lions Road, Brgy. Ilaya, Mandaluyong City",,"""2024-12-04T00:00:00.000Z""","""2024-12-04T00:00:00.000Z""",,0,0,"0",,,,,,
"40062d2a-35c5-408c-b272-8d7439173277",14.5794,121.0359,"Bagong Silang","Unit 6, BSA Commercial Bldg., Shaw Blvd., Brgy. Bagong Silang, Mandaluyong City",,"""2024-12-07T00:00:00.000Z""","""2024-12-07T00:00:00.000Z""",,0,0,"0",,,,,,
"d86de609-bb5d-4ec3-bee2-f1ad316d9eb6",14.5794,121.0359,"Barangka Ilaya","Robinsons Gateway Regency, Pioneer St., Brgy. Barangka Ilaya, Mandaluyong City",,"""2024-12-11T00:00:00.000Z""","""2024-12-11T00:00:00.000Z""",,0,0,"0",,,,,,
"91f930b6-328e-452c-bcc8-521c18e0e6ca",14.5794,121.0359,"Vergara","Garden of Life Park, Brgy. Vergara, Mandaluyong City",,"""2024-12-13T00:00:00.000Z""","""2024-12-13T00:00:00.000Z""",,0,0,"0",,,,,,
"072dd0c5-4682-4bb8-a65f-ae068ba657d9",14.5794,121.0359,"Mauway","Nueve de Pebrero, Brgy. Mauway, Mandaluyong City",,"""2024-12-18T00:00:00.000Z""","""2024-12-18T00:00:00.000Z""",,0,0,"0",,,,,,
"d0131c95-5890-4712-99c9-6fc1391f6d3d",14.5794,121.0359,"Addition Hills","#216, Block 16, Welfareville Compound, Brgy. Addition Hills, Mandaluyong City",,"""2024-12-21T00:00:00.000Z""","""2024-12-21T00:00:00.000Z""",,0,0,"0",,,,,,
"b463f739-240f-4f61-90b6-408ed4ba6e09",14.5794,121.0359,"Malamig","Unit III-E, El Magistrado, #458, Barangka Drive, Brgy. Malamig, Mandaluyong City",,"""2024-12-29T00:00:00.000Z""","""2024-12-29T00:00:00.000Z""",,0,0,"0",,,,,,
"82357c21-2845-4ae2-b8ef-f3e2532c50c6",14.5794,121.0359,"Addition Hills","Test Address, Mandaluyong City","First Alarm (4 Trucks)","""2025-10-02T16:37:13.617Z""","""2025-10-20T10:29:09.153Z""",,,,,,,"Test User","test","[]",
"e053f76b-90c9-4bd1-92ac-a327fb686853",14.5794,121.0359,"Hagdang Bato Itaas","M.Yulo Brgy. Hagdan Bato, M.C.","Fire Out","""2018-04-30T00:00:00.000Z""","""2018-04-30T00:00:00.000Z""",,0,0,"500",,,,,,"RESIDENTIAL"
"2f620cd8-a86f-4361-99dd-b27feac14179",14.5794,121.0359,"Hagdang Bato Itaas","Cabo F. Sanchez Brgy. Hagdan Bato Itaas, M.C.","Fire Out","""2018-06-05T00:00:00.000Z""","""2018-06-05T00:00:00.000Z""",,0,0,"1000","Post fire",,,,,
"5aeaf47b-bdd5-4498-be2d-383d938aba2e",14.5794,121.0359,"Hagdang Bato Itaas","#80 Cavo F. Sanchez St. Brgy. Hagdan Bato Itaas","FIRE OUT UPON ARRIVAL","""2019-11-05T00:00:00.000Z""","""2019-11-05T00:00:00.000Z""",,0,0,"500",,,,,,"RESIDENTIAL"
"c66f04f2-f287-466e-804e-e1138ebd7cdd",14.5794,121.0359,"Hagdang Bato Itaas","326 Senator Neptali Gonzales, Barangay Hagdan Bato Itaas","1ST ALARM","""2020-11-09T00:00:00.000Z""","""2020-11-09T00:00:00.000Z""",,0,0,"40000","SINGLE AND TWO FAMILY DWELLING",,,,,"RESIDENTIAL"
"8f132959-6260-4c31-8057-9b828ba9a906",14.5794,121.0359,"Hagdang Bato Itaas","#435, Townhomes, F. Ortigas St., Brgy. Hagdan Bato Itaas, Mandaluyong City","FIRE OUT UPON ARRIVAL","""2022-07-21T00:00:00.000Z""","""2022-07-21T00:00:00.000Z""",,0,0,"700000","STORAGE",,,,,"NON_RESIDENTIAL"
"c940bbbd-9806-4399-a776-c82c554b9e62",14.5794,121.0359,"Hagdang Bato Itaas","DAANG BAKAL BRGY. HAGDAN BATO, ITAAS, M.C.",,"""2022-08-02T00:00:00.000Z""","""2022-08-02T00:00:00.000Z""",,0,0,"0",,,,,,
"5ee09d91-aa96-418b-8b02-aea0bcf840ee",14.5794,121.0359,"Hagdang Bato Itaas","378 A. Luna St. Brgy. Hagdan Bato Itaas, Manda. City","1st Alarm","""2010-01-15T00:00:00.000Z""","""2010-01-15T00:00:00.000Z""",,0,0,"20000","Structural",,,,,"Residential"
"d937dee2-e702-487d-8c0c-c3e963678bd5",14.5794,121.0359,"Hagdang Bato Itaas","P. BURGOS ST., COR. ACACIA LANE, BRGY. HAGDAN BATO, M.C","FOUA","""2011-09-19T00:00:00.000Z""","""2011-09-19T00:00:00.000Z""",,0,0,"400","STRUCTURAL",,,,,"RESIDENTIAL"
"e8662210-953a-425c-8af2-edcc84e09c4e",14.5794,121.0359,"Hagdang Bato Itaas","GONZAGA COR., A. BONIFACIO, BRGY. HAGDAN BATO ITAAS, M.C","FOUA","""2012-12-25T00:00:00.000Z""","""2012-12-25T00:00:00.000Z""",,0,0,"900","STRUCTURAL",,,,,"RESIDENTIAL"
"7c74fa2a-bdef-4ce2-9b3f-f2087d289f1f",14.5794,121.0359,"Hagdang Bato Itaas","P.GOMEZ ST. COR. CABO SANCHEZ, HAGDAN BATO ITAAS, M.C","1ST ALARM","""2013-01-26T00:00:00.000Z""","""2013-01-26T00:00:00.000Z""",,0,0,"20000","STRUCTURAL",,,,,"RESIDENTIAL"
"eeb53f64-ed64-4737-a792-27f02cf922f7",14.5794,121.0359,"Hagdang Bato Itaas","#62 M.GONZAGA ST., RAMIREZ COMP., BRGY. HAGDAN BATO ITAAS, M.C","1ST ALARM","""2013-12-31T00:00:00.000Z""","""2013-12-31T00:00:00.000Z""",,0,0,"2000000","STRUCTURAL",,,,,"RESIDENTIAL"
"5687f9db-9f82-422a-b217-7943da687f32",14.5794,121.0359,"Hagdang Bato Itaas","BONIFACIO ST., COR. M. NEPTALI GONZALES ST., BRGY. HAGDAN BATO ITAAS, M.C.","FOUA","""2014-02-09T00:00:00.000Z""","""2014-02-09T00:00:00.000Z""",,0,0,"400","ELECTRICAL",,,,,"RESIDENTIAL"
"b9f99150-0b1c-429f-a020-d66e99ff386f",14.5794,121.0359,"Hagdang Bato Libis","HAGDAN BATO LIBIS M.C","FOUA","""2015-12-19T00:00:00.000Z""","""2015-12-19T00:00:00.000Z""",,0,0,"400000","VEHICULAR",,,,,
"71a08c94-bd44-406a-8b6a-01b2e6dd7a60",14.5794,121.0359,"Hagdang Bato Libis","F. Ortigas cor. Acacia Lane Brgy. Hagdan Bato Libis, M.C.","Fire Out","""2018-07-26T00:00:00.000Z""","""2018-07-26T00:00:00.000Z""",,0,0,"400","POST FIRE",,,,,
"482f648d-124a-4411-83a2-8f85dd93911a",14.5794,121.0359,"Hagdang Bato Libis","#399 A. Bonifacio St.,Brgy. Hagdan Bato Libis","1ST ALARM","""2018-10-10T00:00:00.000Z""","""2018-10-10T00:00:00.000Z""",,0,0,"200000","POST FIRE",,,,,
"9737a2a3-558f-42b4-a22d-bbcb4dadfffc",14.5794,121.0359,"Hagdang Bato Libis","Pinagtipunan cor. Gonzales St., Hagdan Bato Libis, Mandaluyong City","FIRE OUT UPON ARRIVAL","""2020-06-08T00:00:00.000Z""","""2020-06-08T00:00:00.000Z""",,0,0,"500","SINGLE AND TWO FAMILY DWELLING",,,,,"RESIDENTIAL"
"9d9fbc42-fe25-4a95-ab94-428d045940a7",14.5794,121.0359,"Hagdang Bato Libis","587 Guerrero Extension, Hagdan Bato Libis, Mandaluyong City","1ST ALARM","""2021-10-22T00:00:00.000Z""","""2021-10-22T00:00:00.000Z""",,0,0,"45000","SINGLE AND TWO FAMILY DWELLING",,,,,"RESIDENTIAL"
"ecd8ae96-e4d4-4db1-8e96-bc20334fb856",14.5794,121.0359,"Hagdang Bato Libis","376 A. Bonifacio St., Brgy. Hagdan Bato Libis, Mandaluyong City",,"""2023-02-24T00:00:00.000Z""","""2023-02-24T00:00:00.000Z""",,0,0,"0",,,,,,
"d7dbe81b-b5ef-4b66-ac53-705477695e46",14.5794,121.0359,"Hagdang Bato Libis","#532 R. Vicencio, Brgy. Hagdan Bato Libis",,"""2023-06-13T00:00:00.000Z""","""2023-06-13T00:00:00.000Z""",,0,0,"0",,,,,,
"17fe8a99-2f99-412e-b6bb-3ff0ed853e5e",14.5794,121.0359,"Hagdang Bato Libis","L. GONZALES PINAGTIPUNAN HAGDAN BATO LIBIS , M.C.","FOUA","""2011-02-02T00:00:00.000Z""","""2011-02-02T00:00:00.000Z""",,0,0,"200","ELECTRICAL",,,,,"POST FIRE"
"a0a7e778-084b-4f03-8f1a-38473269ffd3",14.5794,121.0359,"Hagdang Bato Libis","#532 VICTORINO ST., BRGY. HAGDAN BATO LIBIS, M.C","FOUA","""2012-03-21T00:00:00.000Z""","""2012-03-21T00:00:00.000Z""",,0,0,"500","ELECTRICAL",,,,,"POST FIRE"
"ab128877-5a5e-4246-897d-9b887ad69c75",14.5794,121.0359,"Hagdang Bato Libis","SHAW BLVD. COR. GUERERO HAGDAN BATO LIBIS, M.C","1ST ALARM","""2012-10-29T00:00:00.000Z""","""2012-10-29T00:00:00.000Z""",,0,0,"80000","STRUCTURAL",,,,,"COMMERCIAL"
"f0267af0-caf5-46c4-be00-0b0bf6b8b214",14.5925573,121.0283082,"Daang Bakal","Jose Rizal University, 80 Shaw Blvd, Mandaluyong City, 1552 Metro Manila, Philippines","first","""2025-10-26T08:03:44.345Z""","""2025-10-27T08:20:34.644Z""",,,,,,,"admin",,"[]",
"3c7bdff2-b8cd-4884-a279-42e9c2c202ec",14.587017926443998,121.03484791537338,"Hagdang Bato Libis","616 F. Ortigas, Junior, Mandaluyong City, 1550 Metro Manila, Philippines","False Alarm","""2025-10-27T08:30:54.923Z""","""2025-10-27T09:51:50.677Z""",,,,,"False Alarm","Marked as false alarm","admin",,"[]",
"fac03605-6eea-468d-b1b7-ab428970d5c8",14.591669463783694,121.0296122433763,"Bagong Silang","51 J. Luna, Mandaluyong City, 1550 Metro Manila, Philippines","first","""2025-10-27T08:30:29.902Z""","""2025-10-27T09:52:04.462Z""",,,,,,,"admin",,"[]",
"e5a6d1bc-5688-4c0c-9ffe-061937108bf5",14.59239678253687,121.04689977444593,"Wack-Wack Greenhills","H2RW+XQ Mandaluyong City, Metro Manila, Philippines","False Alarm","""2025-10-27T08:32:02.579Z""","""2025-10-27T09:59:25.311Z""",,,,,"False Alarm","Marked as false alarm","admin",,"[]",
"b4ee557f-911b-4de2-b9b1-b946948259ac",14.592533563620508,121.02854490280151,"Daang Bakal","80 Shaw Blvd, Mandaluyong City, 1550 Metro Manila, Philippines","False Alarm","""2025-10-27T10:30:31.186Z""","""2025-10-27T10:31:43.706Z""",,,,,"False Alarm","Marked as false alarm","admin",,"[]",
"493ff533-3484-4bd2-bb07-dabd3f031fa1",14.592533563620508,121.02855563163757,"Daang Bakal","80 Shaw Blvd, Mandaluyong City, 1550 Metro Manila, Philippines","False Alarm","""2025-10-27T10:32:34.801Z""","""2025-10-27T10:32:41.534Z""",,,,,"False Alarm","Marked as false alarm","admin",,"[]",
"8c68b1c6-fb78-4624-8756-94b504233717",14.5794,121.0359,"Hulo","754 P. Gomez St. Brgy. Hulo, Manda City","4th Alarm","""2010-05-21T00:00:00.000Z""","""2010-05-21T00:00:00.000Z""",,0,0,"200000","Structural",,,,,"Residential"
"2721d28f-6d7f-4682-bcd3-91f9a9bc872a",14.577800918256733,121.0362719515871,"Plainview","671 Sanggumay, Mandaluyong City, 1550 Kalakhang Maynila, Philippines","False Alarm","""2025-10-30T05:10:22.611Z""","""2025-10-30T05:10:46.984Z""",,,,,"False Alarm","Marked as false alarm","admin",,"[]",
"11fd984c-9e86-435e-845d-84107014b0a6",14.5794,121.0359,"Hagdang Bato Libis","49 Pinagtipunan, Brgy. Hagdan Bato Libis, Shaw Blvd. Manda. City","1st Alarm","""2010-09-23T00:00:00.000Z""","""2010-09-23T00:00:00.000Z""",,0,0,"10000","Structural",,,,,"Residential"
"e747ce0b-f1e6-4f0c-a302-f3174b91115f",14.5794,121.0359,"Plainview","652 Boni Ave. Brgy. Plainview, Manda City","2nd Alarm","""2010-05-30T00:00:00.000Z""","""2010-05-30T00:00:00.000Z""",,0,0,"50000","Structural",,,,,"Place of Assembly"
"f36615b8-692c-482d-a2bc-47ff75b8271a",14.5794,121.0359,"Malamig","539 Makiling St., Brgy. Malamig, Manda City","2nd Alarm","""2010-06-01T00:00:00.000Z""","""2010-06-01T00:00:00.000Z""",,0,0,"200000","Structural",,,,,"Residential"
"df04e238-2e5d-4722-bc40-568d2a4552e7",14.5794,121.0359,"Plainview","7 San Rafael St., cor. Aliw St. Brgy. Plainview, Manda. City","3rd Alarm","""2010-06-29T00:00:00.000Z""","""2010-06-29T00:00:00.000Z""",,0,0,"150000","Structural",,,,,"Residential"
"641ab56e-5666-4bea-b540-d6139f4711e0",14.5794,121.0359,"Barangka Itaas","345 Alchan cor. Wayan St. Brgy. Barangka Itaas, Manda. City","1st Alarm","""2010-10-08T00:00:00.000Z""","""2010-10-08T00:00:00.000Z""",,0,0,"50000","Structural",,,,,"Residential"
"50636efe-5f59-48f2-9f2c-67bc4f27d3ec",14.5794,121.0359,"Pag-asa","60 Gen. Kalentong St., Brgy. Pag asa, Manda City","1st Alarm","""2010-10-10T00:00:00.000Z""","""2010-10-10T00:00:00.000Z""",,0,0,"30000","Structural",,,,,"Residential"
"aa1e778a-56a1-4518-b27b-44d1d9726d2d",14.5794,121.0359,"Addition Hills","92 Araullo St., Brgy. Addition Hills, Manda City","2nd Alarm","""2010-10-23T00:00:00.000Z""","""2010-10-23T00:00:00.000Z""",,0,0,"750000","Structural",,,,,"Residential"
"ee63cb7b-b5a2-4996-9f95-04c569fdac14",14.5794,121.0359,"Plainview","Loayon Compound, 431 Tanglaw cor. Boni Ave. Plainview, Manda. City","1st Alarm","""2010-11-17T00:00:00.000Z""","""2010-11-17T00:00:00.000Z""",,0,0,"40000","Structural",,,,,"Residential"
"3bc1836f-72da-4234-b752-c8acc7b956d9",14.5794,121.0359,"Highway Hills","California Garden Square, Libertad St. Brgy. Highway Hills, Manda City","1st Alarm","""2010-11-24T00:00:00.000Z""","""2010-11-24T00:00:00.000Z""",,0,0,"100000","Structural",,,,,"Mercantile"
"021b54b4-8f51-4254-97e8-7b4a8c807e50",14.5794,121.0359,"Addition Hills","9 DE PEBRERO ST., BRGY. ADDITION HILLS, M.C.","FOUA","""2011-01-01T00:00:00.000Z""","""2011-01-01T00:00:00.000Z""",,0,0,"400","STRUCTURAL",,,,,"RESIDENTIAL"
"1b4d239f-7706-4d91-b429-5a457fb63037",14.5794,121.0359,"Poblacion","P. GOMEZ BRGY. POBLACION, M.C.","FOUA","""2011-01-01T00:00:00.000Z""","""2011-01-01T00:00:00.000Z""",,0,0,"600","STRUCTURAL",,,,,"RESIDENTIAL"
"c1bd4ae5-4dda-4835-a2a3-76a71dd4650c",14.5794,121.0359,"Highway Hills","NO. 26 ESTEBAN ST., BRGY. HI-WAY HILLS, MAND. CITY","3RD ALARM","""2011-01-01T00:00:00.000Z""","""2011-01-01T00:00:00.000Z""",,0,0,"1500000","STRUCTURAL",,,,,"RESIDENTIAL"
"03753228-2c14-4b6c-bf14-56d422ebcd63",14.5794,121.0359,"Poblacion","AGLIPAY INTERIOR BRGY. POBLACION M.C.","FOUA","""2011-01-08T00:00:00.000Z""","""2011-01-08T00:00:00.000Z""",,0,0,"200","ELECTRICAL",,,,,"SERVICE WIRE"
"b3de3530-0447-45cd-b80e-a5553405f570",14.5794,121.0359,"Barangka Ibaba","BARANGKA IBABA, M.C.","FOUA","""2011-01-08T00:00:00.000Z""","""2011-01-08T00:00:00.000Z""",,0,0,"10","RUBBISH",,,,,
"c281a563-6634-46fb-baf2-8f22cc6ad9ee",14.5794,121.0359,"Wack-wack Greenhills","SHAW BLVD. FLY- OVER, WACKWACK MAND. CITY","FOUA","""2011-01-11T00:00:00.000Z""","""2011-01-11T00:00:00.000Z""",,0,0,"1000","VEHICULAR",,,,,
"acb3144d-af9e-46c9-8659-b3cfa3376d44",14.5794,121.0359,"Addition Hills","BLOCK17 BRGY. ADDITION HILL, M.C.","FOUA","""2011-01-11T00:00:00.000Z""","""2011-01-11T00:00:00.000Z""",,0,0,"300","ELECTRICAL",,,,,"POST FIRE"
"2773c5a2-d5be-4341-9ed9-7cab017f184a",14.5794,121.0359,"Barangka Ibaba","E. PANTALEON BARANGKA IBABA,","FOUA","""2011-01-20T00:00:00.000Z""","""2011-01-20T00:00:00.000Z""",,0,0,"500","STRUCTURAL",,,,,"MERCHANTILE"
"8a6143ae-95f5-4357-9450-350ba52a0a56",14.5794,121.0359,"Addition Hills","PANATAG ST., BLOCK37 BRGY. ADDITION HILLS, M.C.","FOUA","""2011-01-21T00:00:00.000Z""","""2011-01-21T00:00:00.000Z""",,0,0,"700","STRUCTURAL",,,,,"RESIDENTIAL"
"251376be-e1e6-4230-8b83-ecfb7ac2d4cf",14.5794,121.0359,"Hulo","TIAGA COR. INTERIOR PVT. RD. BRGY. HULO, M.C.","FOUA","""2011-01-23T00:00:00.000Z""","""2011-01-23T00:00:00.000Z""",,0,0,"10","RUBBISH FIRE",,,,,
"4503469e-cb8f-4329-82d6-2858bb14f2ad",14.5794,121.0359,"Wack-wack Greenhills","SHAW BLVD. COR. PRINCETON BRGY. WACK-WACK, MAND. CITY",,"""2011-01-29T00:00:00.000Z""","""2011-01-29T00:00:00.000Z""",,0,0,"0",,,,,,
"08a9020c-a52a-4201-9fab-56103fbe4627",14.5794,121.0359,"Buayang Bato","BRGY. BUAYANG BATO, M.C.","FOUA","""2011-01-29T00:00:00.000Z""","""2011-01-29T00:00:00.000Z""",,0,0,"1500","VEHICULAR",,,,,
"e41afe04-b63f-4c83-be62-091dd5585919",14.5794,121.0359,"Barangka Ibaba","# 103 AGUDO ST., BARANGKA IBABA, MANDALUYONG CITY","FOUA","""2011-02-07T00:00:00.000Z""","""2011-02-07T00:00:00.000Z""",,0,0,"300","ELECTRICAL",,,,,"POST FIRE"
"fa45fa28-6c94-4ae9-9e7b-36e48864e199",14.5794,121.0359,"Harapin ang Bukas","GEN. KALENTONG MARKET PLACE HARAPIN ANG BUKAS, M.C.","FOUA","""2011-02-10T00:00:00.000Z""","""2011-02-10T00:00:00.000Z""",,0,0,"300","ELECTRICAL",,,,,"POST FIRE"
"24c70926-9227-412e-ae6e-4702cc0d8645",14.5794,121.0359,"Highway Hills","#03 LIKO ST. BRGY HIGH WAY HILSS M.C","2ND ALARM","""2011-02-23T00:00:00.000Z""","""2011-02-23T00:00:00.000Z""",,0,0,"100000","STRUCTURAL",,,,,"RESIDENTIAL"
"7d12c318-862b-4861-a7af-923ad871cedf",14.5794,121.0359,"Buayang Bato","PERLIN ST., BRGY. BUAYANG BATO, M.C","FOUA","""2011-02-23T00:00:00.000Z""","""2011-02-23T00:00:00.000Z""",,0,0,"300","ELECTRICAL",,,,,"SERVICE WIRE"
"492f2435-c1d2-41c7-a124-658e673194b4",14.5794,121.0359,"Buayang Bato","COR. SHERIDAN RELIANCE, BRGY. BUAYANG BATO, M.C","FOUA","""2011-02-25T00:00:00.000Z""","""2011-02-25T00:00:00.000Z""",,0,0,"10","CIGARETTE BUTT",,,,,"RUBBISH"
"05c83a4f-ef2e-4d01-9ecd-ea56e607056b",14.5794,121.0359,"Highway Hills","CALIFORNIA GARDEN, COR LIBERTAD HIGH WAY HILLS, M.C","FOUA","""2011-02-25T00:00:00.000Z""","""2011-02-25T00:00:00.000Z""",,0,0,"10","CIGARETTE BUTT",,,,,"RUBBISH"
"9ccc986c-6cd5-434c-852c-5d9f57c9ed75",14.5794,121.0359,"Wack-wack Greenhills","EDSA COR SHAW BLVD WACK WACK, M.C","FOUA","""2011-02-25T00:00:00.000Z""","""2011-02-25T00:00:00.000Z""",,0,0,"5000","ELECTRICAL",,,,,"VEHICULAR"
"6af097a1-d762-44ff-bdee-f12c84709894",14.5794,121.0359,"New Zaniga","BONI AVE. COR P. CRUZ, NEW ZANIGA M.C","FOUA","""2011-02-26T00:00:00.000Z""","""2011-02-26T00:00:00.000Z""",,0,0,"10","CIGARETTE BUTT",,,,,"RUBBISH"
"413ffd5d-3f6a-4bbf-9801-cbab40ff1acf",14.5794,121.0359,"Addition Hills","MARTINEZ ST., COR. 9 DE PEBRERO BRGY. ADDITION HILLS, MAND. CITY","FOUA","""2011-03-02T00:00:00.000Z""","""2011-03-02T00:00:00.000Z""",,0,0,"200","STRUCTURAL",,,,,"RESIDENTIAL"
"a048d9b3-fa69-4cda-9aad-421eb37b68f0",14.5794,121.0359,"Barangka Drive","SGT. BUMATAY BARANGKA DRIVE BRGY. HALL, M.C.","FOUA","""2011-03-02T00:00:00.000Z""","""2011-03-02T00:00:00.000Z""",,0,0,"300","ELECTRICAL",,,,,"SERVICE WIRE"
"28fa6af4-c424-440c-b445-1cd199e36281",14.5794,121.0359,"Old Zaniga","GABRIEL ST., BRGY. OLD ZANIGA, MANDALUYONG CITY.","FOUA","""2011-03-02T00:00:00.000Z""","""2011-03-02T00:00:00.000Z""",,0,0,"300","ELECTRICAL",,,,,"SERVICE WIRE"
"865a5dfa-caf0-403d-af36-43372d9dc016",14.5794,121.0359,"Plainview","#280 B, STA LUCIA ST. BRGY PLAINVIEW M.C","2ND ALARM","""2011-03-05T00:00:00.000Z""","""2011-03-05T00:00:00.000Z""",,0,0,"30000","STRUCTURAL",,,,,"RESIDENTIAL"
"f023a501-0844-41a2-86ed-1ada794c4134",14.5794,121.0359,"Hulo","GRIARTE ST., BRGY. HULO, M.C.","FOUA","""2011-03-23T00:00:00.000Z""","""2011-03-23T00:00:00.000Z""",,0,0,"50","ELECTRICAL",,,,,"RESIDENTIAL"
